text,sentiment
just got Up and going to get ready to go to meadowhall ;) can`t believe my internet broke yesterday  GUTTED,negative
I love how simple my Safari toolbar is!  http://twitpic.com/4wssc/full,positive
: i miss you,negative
 hi I`m goin to see you on wednesay at shepards bush,neutral
 oops. Cy`s place is too near. Trouble for me.,negative
"**** **** **** ****,  please comment me back  ILY",neutral
eating hawain pizza for breakfast  its a bit cold,negative
My lower-left molar stings whenever it comes into contact with sugar of any sort,neutral
  **** right!,positive
 somehow I am going to have to figure out how to come to Sydney one day,neutral
" Bubble tea is awesome, it`s been so long since I`ve had some",positive
" well you MY man, you and your truck are 900 too many miles away!!",negative
Can`t wait to go to bed,positive
Workin.,neutral
I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...,negative
i was screaming like a maniac!  But the thing was u couldn`t scream on the ride which sucked the fun out of everything so...,negative
did crossfit running today...agitated my right leg,negative
" Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancerfree",neutral
 the movie on the plane is Mall Cop- (but i saw it with the nephews already,neutral
 do you have another account here??,neutral
besides feeling sick...some things have made me feel particularly happy,neutral
 OMG!!! That`s a nightmare,negative
" I didn`t get a lot of sleep myself last night. And it is a good thing, reading",positive
I saw Thirst which is korean movie made by chan-wook Park . this movie isn`t hard but good,neutral
baseball games whoo hooo  when to banquet yesterday at the hyhtt sooo fun,positive
whenever it rains it`s so hard to get motivated,negative
"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )",neutral
fo shizzle. . . i`m bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,negative
"Want: Trip to Boston next month. Need: Addit`l motivation to save the $ to do so.  Beloved daughter wants to go with, which = 2x the $.",positive
My dad just told me that he wants to put me up for sale on craigslist,negative
  Linda ~ What do you mean by your last post??  It doesn`t sound good,negative
Just got done working out....relaxing than off to work,positive
" Gleneagles then champagne receptions....can`t beat it! I`m in alone, my tea was rubbish and Ive been doing housework",negative
hungraaaaaaaaay. i`ll just eat. don`t go away Twitter!  LUNCH.,neutral
 A little `Chair Lift` tonight would be muchly appreciated,positive
"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that`s too harrd",negative
Taco Bell With The Tramp!Yesssssir,positive
 aw i wish i could.  i have to get ready for atlanta and i have to come into work since I am behind on work,neutral
" noooo! Little piggies.  i`ll vote anyway, hmpf. We need to hang out soon pls. :hugs!:",neutral
chillin an havin a drink,neutral
I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,positive
 Marche! I want rosti and crepes.,neutral
work was splendid,positive
"Chris pine, please be mine.  haha",neutral
"KERI HILSON- SLOW DANCE ROCKIN` THE **** OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE **** DROPPER",positive
Redskins release Jon Jansen.  That guy put in a ton of sweat and bruises for the team.  He will be missed.    http://tinyurl.com/mdewfk,positive
 ha! I know..I`m very ashamed.,negative
 D= indeed,neutral
"ahahah with sandy, bekz, erin and derrian",neutral
  was wong?,neutral
...... is an awesome band,positive
 Lucky. Winter is coming for us,positive
" I don`t think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed",negative
Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,negative
" Yes it`s herrrrr.  Dude, I`m gonna **** cry.",negative
" I think  has found it (http://bit.ly/3pj876 , but I can`t play it",neutral
 aww that`s cute,positive
 oooh that`s clever. I bow to your economic wisdom sensei,positive
" Have fun, hon! Ooh, look what a poet I am.",positive
I`m on my way to see `17 Again`.  I`ve wanted to see it for a looong time,neutral
The Blowout ended,neutral
 it doesn`t work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful,neutral
 NO GO ROVE GO THE MCMANUS`  adam is cool tho,neutral
" I mailed  for some help, you got reply right now from him, I didn`t get, which should probly mean I won`t get it",neutral
I don`t think I`m very well. Just in time for the weekend,negative
_eleni I love you too!,positive
  you`re mean to me. You`re gonna have to have pizza tonight or it will go off.,negative
Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain,neutral
  imnot aloud to call you!but i think your awesomeily!****,positive
" have a great time in the Hamptons. Hope it`s for some relaxation, not for work",positive
 i just had pasta  from pizzahut.,neutral
Beer pong and dubstep. Good nite,positive
"  Ok, just noticed it is in theatres now - don`t know when it`s showing in Vancouver though",neutral
watching a youtube vid of  sing paranoid live   is so cute when he sings lol,positive
 haha neither am I. It doesn`t matter though you guys do what you want,neutral
Finishing up my last Friday at Olive Crest,neutral
I`m crossing my fingers and hoping that this copy of Sims 2 works...last copy totally bit it hard.,neutral
 thanks  i love the word CRIKEY it`s like my sayin`,positive
Hallooo bayern!hallooo stau!,neutral
think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,negative
" hmm, okayy, im really sorry to hear about it  why do you thikn she would have done that? :S",negative
Getting ready for work... think I`m catching a cold  yay!! Now I gotta pull a 9 hour shift... holla at ya sometime tomorrow.. peace,neutral
has a good heart... or so says the doctor. Except that the doctor won`t be in until Tuesday afternoon to put that in writing....,neutral
The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,positive
I`m pondering lunch at Shane`s. I think. I can already hear people whining about it...,negative
that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,positive
What happened to my early night? Am about to turn into a pumpkin,neutral
 hahah i sowwie hun  whats up thoe ?,neutral
cupcakes gave me heartburn,negative
I don`t feel good,negative
never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers),positive
i have no followers,neutral
dreaming & thinking about my garden,neutral
 live live or leaked live? If it`s live properly I may just role outta bed and download it,neutral
I`ve just realised. I won`t be able to talk to any of you crazy cats on Sunday. Is sad now.,neutral
Just realized all his fantastic nerdfriends no longer live in Rochester,neutral
My last day with my favorite teacher.....im quite sad,negative
 That sucks,negative
 haha drunk golf sounds *awesome*!! i predict a great score for today,positive
" weird trigger. You should definitely ask him about them on monday, dude...  ****.",negative
Apparently its Star Wars Day today - so May the 4th be with you  http://tinyurl.com/axsujx,neutral
 what`s follow Friday?? Lol.,neutral
cba with exams! 17 left!,neutral
 you can put a saucepan full of water on the cooker to heat up the water...indian style  scrabbled are the best!!!!,positive
"Just got home, no rosie surprise of smiles hugs & kisses waiting for me.",positive
  *hugs*,neutral
Watching **** & The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe,neutral
The geographY was an exam today!But turned out well  OMG on Wednesday will a English exam xD   I woul`d be very nervous...,negative
no class the next two days...but work  everyday from today til next wednesday  so sad,negative
Gonna go drop some logs in the pool  back in 15 min,neutral
" Other than that, you are totally bereft of faults in every way",negative
 oh that`s Star Trek  going on the 7th already. Woo!,positive
" I know, lame.",negative
" Haha. If you like him, then you should go",positive
hey Twitters,neutral
Good morning! I`m just woke up it`s Mother`s Day,positive
 Thanks very much for the #ff  ! My only one today,positive
 Absolutely!  When we hit bottom there is only one way to go.,neutral
 aww  cant wait to have you back in LA! <333,positive
 idiot family and how I have been feeling just don`t mix amongst other stuff,negative
Unfortunately these heffas decided to take an impromptu mall trip without telling me,negative
 Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,neutral
: I`ve got a fairly flat route available... the problem is I no longer have a fully functional bike to ride,negative
HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY,positive
saying goodbye to my parents at the airport.  it was great having them around.,positive
"Its friday and i`m sick, story of my life...",negative
Listening to Lady Gaga... Relatives just left after our Mother`s Day celebration,neutral
"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad",negative
_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,positive
<-----bored to death,negative
 Umm yeah. That`s probably a pretty good note to self because eeeeeewwwwwwww.,positive
 Too bad.,negative
" specifically, like these  http://i36.tinypic.com/mwz6uo.jpg (also i adore this outfit http://tinyurl.com/q63obq yum)",neutral
 Sounds pretty cool. Great job man!,positive
Went to mikey`s cousin`s wedding. His mom caught the bouquet.,neutral
